"sp","value_rmodificator","p_change","qual_change"
"pyura chilensis",0.0223,0.063048233,"Less than 5% change"
"semimytilus algosus",0.0223,0.326650487,"Less than 5% change"
"gulls",0.0223,0.098921469,"Less than 5% change"
"cinclodes nigrofumosus",0.0223,0.000308463,"Less than 5% change"
"Echinolittorina peruviana",0.0223,-77.41409479,"Decrease"
"austrolittorina araucana",0.0223,-75.56740748,"Decrease"
"onchidella sp. ",0.0223,-27.44049345,"Decrease"
"Allelopetrolisthes punctatus",0.0223,-0.000929701,"Less than 5% change"
"petrolisthes spinifrons",0.0223,-0.000929701,"Less than 5% change"
"petrolisthes angulosus",0.0223,-0.000929701,"Less than 5% change"
"petrolisthes tuberculatus",0.0223,-0.000929701,"Less than 5% change"
"petrolisthes tuberculosus",0.0223,-0.000929701,"Less than 5% change"
"trimusculus peruvianus",0.0223,-27.3513123,"Decrease"
"lessonia nigrescens j",0.0223,187.3039681,"Increase"
"algae",0.0223,-1.596287039,"Less than 5% change"
"acanthina monodon",0.0224,0.137415101,"Less than 5% change"
"acanthocyclus gayi",0.0224,0.109931159,"Less than 5% change"
"acanthocyclus hassleri",0.0224,0.10961339,"Less than 5% change"
"acanthopleura echinata",0.0224,0.084328668,"Less than 5% change"
"chaetopleura peruviana",0.0224,0.189548233,"Less than 5% change"
"chiton  cummingsi",0.0224,0.728868222,"Less than 5% change"
"chiton  granosus",0.0224,0.425386172,"Less than 5% change"
"chiton  latus",0.0224,0.663452291,"Less than 5% change"
"lottia  orbignyi",0.0224,0.697468203,"Less than 5% change"
"concholepas concholepas",0.0224,0.096739081,"Less than 5% change"
"enoplochiton  niger",0.0224,0.020525963,"Less than 5% change"
"fissurella  costata",0.0224,-0.196282368,"Less than 5% change"
"fissurella  crassa",0.0224,-0.084890632,"Less than 5% change"
"fissurella  cummingi",0.0224,-0.062601098,"Less than 5% change"
"fissurella  limbata",0.0224,0.737895249,"Less than 5% change"
"fissurella  maxima",0.0224,-0.031378715,"Less than 5% change"
"fissurella  picta",0.0224,-0.054447962,"Less than 5% change"
"fissurella  puhlcra",0.0224,-0.054447962,"Less than 5% change"
"heliaster helianthus",0.0224,0.094069945,"Less than 5% change"
"scurria  araucana",0.0224,0.698308969,"Less than 5% change"
"scurria  ceciliana",0.0224,0.711530012,"Less than 5% change"
"scurria  plana",0.0224,0.702468027,"Less than 5% change"
"scurria scurra",0.0224,-33.83561242,"Decrease"
"scurria variabilis",0.0224,0.761980103,"Less than 5% change"
"scurria viridula",0.0224,0.841346684,"Less than 5% change"
"scurria zebrina",0.0224,0.855826888,"Less than 5% change"
"siphonaria lesoni",0.0224,0.654312466,"Less than 5% change"
"stichaster striatus",0.0224,0.139166952,"Less than 5% change"
"tegula atra",0.0224,90.25746087,"Increase"
"Tonicia lineolata",0.0224,-1.203616711,"Less than 5% change"
"tonicia  chilensis",0.0224,-1.203616711,"Less than 5% change"
"tonicia  elegans",0.0224,-1.203616711,"Less than 5% change"
"anthotoe spp.",0.0224,0.151380801,"Less than 5% change"
"austromegabalanus psittacus",0.0224,0.124427229,"Less than 5% change"
"balanus laevis",0.0224,0.434579884,"Less than 5% change"
"brachidontes granulata",0.0224,0.076099188,"Less than 5% change"
"bunodactis spp.",0.0224,0.151380801,"Less than 5% change"
"Oulactis concinnata",0.0224,0.151380801,"Less than 5% change"
"jhelius cirratus",0.0224,-0.116153929,"Less than 5% change"
"lessonia nigrescens a",0.0224,-20.08413736,"Decrease"
"nothobalanus flosculus",0.0224,0.413762467,"Less than 5% change"
"nothochthamalus scabrosus",0.0224,-0.096219408,"Less than 5% change"
"parantheopsis ",0.0224,0.151380801,"Less than 5% change"
"perumytilus purpuratus",0.0224,0.601405132,"Less than 5% change"
"phragmatopoma spp.",0.0224,0.06471043,"Less than 5% change"
"phymactis spp.",0.0224,0.151380801,"Less than 5% change"
"pyura chilensis",0.0224,0.062866427,"Less than 5% change"
"semimytilus algosus",0.0224,0.326193699,"Less than 5% change"
"gulls",0.0224,0.098766111,"Less than 5% change"
"cinclodes nigrofumosus",0.0224,0.000305157,"Less than 5% change"
"Echinolittorina peruviana",0.0224,-77.42452401,"Decrease"
"austrolittorina araucana",0.0224,-75.57833312,"Decrease"
"onchidella sp. ",0.0224,-27.4475193,"Decrease"
"Allelopetrolisthes punctatus",0.0224,-0.000928199,"Less than 5% change"
"petrolisthes spinifrons",0.0224,-0.000928199,"Less than 5% change"
"petrolisthes angulosus",0.0224,-0.000928199,"Less than 5% change"
"petrolisthes tuberculatus",0.0224,-0.000928199,"Less than 5% change"
"petrolisthes tuberculosus",0.0224,-0.000928199,"Less than 5% change"
"trimusculus peruvianus",0.0224,-27.3583162,"Decrease"
"lessonia nigrescens j",0.0224,187.3447847,"Increase"
"algae",0.0224,-1.596696463,"Less than 5% change"
"acanthina monodon",0.0225,0.137109596,"Less than 5% change"
"acanthocyclus gayi",0.0225,0.109666884,"Less than 5% change"
"acanthocyclus hassleri",0.0225,0.109350141,"Less than 5% change"
"acanthopleura echinata",0.0225,0.08388131,"Less than 5% change"
"chaetopleura peruviana",0.0225,0.189160454,"Less than 5% change"
"chiton  cummingsi",0.0225,0.72842344,"Less than 5% change"
"chiton  granosus",0.0225,0.424864629,"Less than 5% change"
"chiton  latus",0.0225,0.662993011,"Less than 5% change"
"lottia  orbignyi",0.0225,0.697018387,"Less than 5% change"
"concholepas concholepas",0.0225,0.096495832,"Less than 5% change"
"enoplochiton  niger",0.0225,0.019913667,"Less than 5% change"
"fissurella  costata",0.0225,-0.196922996,"Less than 5% change"
"fissurella  crassa",0.0225,-0.085517499,"Less than 5% change"
"fissurella  cummingi",0.0225,-0.063215649,"Less than 5% change"
"fissurella  limbata",0.0225,0.737129536,"Less than 5% change"
"fissurella  maxima",0.0225,-0.031990643,"Less than 5% change"
"fissurella  picta",0.0225,-0.055061899,"Less than 5% change"
"fissurella  puhlcra",0.0225,-0.055061899,"Less than 5% change"
"heliaster helianthus",0.0225,0.093832668,"Less than 5% change"
"scurria  araucana",0.0225,0.697859901,"Less than 5% change"
"scurria  ceciliana",0.0225,0.711083338,"Less than 5% change"
"scurria  plana",0.0225,0.702019632,"Less than 5% change"
"scurria scurra",0.0225,-33.83062404,"Decrease"
"scurria variabilis",0.0225,0.761539334,"Less than 5% change"
"scurria viridula",0.0225,0.840909326,"Less than 5% change"
"scurria zebrina",0.0225,0.855388889,"Less than 5% change"
"siphonaria lesoni",0.0225,0.653849002,"Less than 5% change"
"stichaster striatus",0.0225,0.13885685,"Less than 5% change"
"tegula atra",0.0225,90.27905935,"Increase"
"Tonicia lineolata",0.0225,-1.204489305,"Less than 5% change"
"tonicia  chilensis",0.0225,-1.204489305,"Less than 5% change"
"tonicia  elegans",0.0225,-1.204489305,"Less than 5% change"
"anthotoe spp.",0.0225,0.151045404,"Less than 5% change"
"austromegabalanus psittacus",0.0225,0.124094362,"Less than 5% change"
"balanus laevis",0.0225,0.43422445,"Less than 5% change"
"brachidontes granulata",0.0225,0.075881093,"Less than 5% change"
"bunodactis spp.",0.0225,0.151045404,"Less than 5% change"
"Oulactis concinnata",0.0225,0.151045404,"Less than 5% change"
"jhelius cirratus",0.0225,-0.116934315,"Less than 5% change"
"lessonia nigrescens a",0.0225,-20.08113449,"Decrease"
"nothobalanus flosculus",0.0225,0.413105472,"Less than 5% change"
"nothochthamalus scabrosus",0.0225,-0.097005217,"Less than 5% change"
"parantheopsis ",0.0225,0.151045404,"Less than 5% change"
"perumytilus purpuratus",0.0225,0.600662317,"Less than 5% change"
"phragmatopoma spp.",0.0225,0.064525002,"Less than 5% change"
"phymactis spp.",0.0225,0.151045404,"Less than 5% change"
"pyura chilensis",0.0225,0.062686286,"Less than 5% change"
"semimytilus algosus",0.0225,0.3257411,"Less than 5% change"
"gulls",0.0225,0.098612177,"Less than 5% change"
"cinclodes nigrofumosus",0.0225,0.000301882,"Less than 5% change"
"Echinolittorina peruviana",0.0225,-77.43485476,"Decrease"
"austrolittorina araucana",0.0225,-75.58915587,"Decrease"
"onchidella sp. ",0.0225,-27.45448128,"Decrease"
"Allelopetrolisthes punctatus",0.0225,-0.00092671,"Less than 5% change"
"petrolisthes spinifrons",0.0225,-0.00092671,"Less than 5% change"
"petrolisthes angulosus",0.0225,-0.00092671,"Less than 5% change"
"petrolisthes tuberculatus",0.0225,-0.00092671,"Less than 5% change"
"petrolisthes tuberculosus",0.0225,-0.00092671,"Less than 5% change"
"trimusculus peruvianus",0.0225,-27.36525642,"Decrease"
"lessonia nigrescens j",0.0225,187.3852311,"Increase"
"algae",0.0225,-1.597102166,"Less than 5% change"
"acanthina monodon",0.0226,0.136806878,"Less than 5% change"
"acanthocyclus gayi",0.0226,0.109405019,"Less than 5% change"
"acanthocyclus hassleri",0.0226,0.109089292,"Less than 5% change"
"acanthopleura echinata",0.0226,0.08343803,"Less than 5% change"
"chaetopleura peruviana",0.0226,0.188776212,"Less than 5% change"
"chiton  cummingsi",0.0226,0.727982731,"Less than 5% change"
"chiton  granosus",0.0226,0.424347848,"Less than 5% change"
"chiton  latus",0.0226,0.662537935,"Less than 5% change"
"lottia  orbignyi",0.0226,0.69657269,"Less than 5% change"
"concholepas concholepas",0.0226,0.096254801,"Less than 5% change"
"enoplochiton  niger",0.0226,0.019306952,"Less than 5% change"
"fissurella  costata",0.0226,-0.197557791,"Less than 5% change"
"fissurella  crassa",0.0226,-0.086138657,"Less than 5% change"
"fissurella  cummingi",0.0226,-0.063824602,"Less than 5% change"
"fissurella  limbata",0.0226,0.736370812,"Less than 5% change"
"fissurella  maxima",0.0226,-0.032596998,"Less than 5% change"
"fissurella  picta",0.0226,-0.055670243,"Less than 5% change"
"fissurella  puhlcra",0.0226,-0.055670243,"Less than 5% change"
"heliaster helianthus",0.0226,0.093597553,"Less than 5% change"
"scurria  araucana",0.0226,0.697414944,"Less than 5% change"
"scurria  ceciliana",0.0226,0.710640755,"Less than 5% change"
"scurria  plana",0.0226,0.701575343,"Less than 5% change"
"scurria scurra",0.0226,-33.82568166,"Decrease"
"scurria variabilis",0.0226,0.761102603,"Less than 5% change"
"scurria viridula",0.0226,0.840475977,"Less than 5% change"
"scurria zebrina",0.0226,0.854954904,"Less than 5% change"
"siphonaria lesoni",0.0226,0.65338978,"Less than 5% change"
"stichaster striatus",0.0226,0.138549576,"Less than 5% change"
"tegula atra",0.0226,90.30046365,"Increase"
"Tonicia lineolata",0.0226,-1.205353972,"Less than 5% change"
"tonicia  chilensis",0.0226,-1.205353972,"Less than 5% change"
"tonicia  elegans",0.0226,-1.205353972,"Less than 5% change"
"anthotoe spp.",0.0226,0.150713066,"Less than 5% change"
"austromegabalanus psittacus",0.0226,0.123764531,"Less than 5% change"
"balanus laevis",0.0226,0.433872268,"Less than 5% change"
"brachidontes granulata",0.0226,0.075664985,"Less than 5% change"
"bunodactis spp.",0.0226,0.150713066,"Less than 5% change"
"Oulactis concinnata",0.0226,0.150713066,"Less than 5% change"
"jhelius cirratus",0.0226,-0.11770759,"Less than 5% change"
"lessonia nigrescens a",0.0226,-20.07815933,"Decrease"
"nothobalanus flosculus",0.0226,0.412454477,"Less than 5% change"
"nothochthamalus scabrosus",0.0226,-0.097783865,"Less than 5% change"
"parantheopsis ",0.0226,0.150713066,"Less than 5% change"
"perumytilus purpuratus",0.0226,0.599926288,"Less than 5% change"
"phragmatopoma spp.",0.0226,0.064341265,"Less than 5% change"
"phymactis spp.",0.0226,0.150713066,"Less than 5% change"
"pyura chilensis",0.0226,0.062507788,"Less than 5% change"
"semimytilus algosus",0.0226,0.325292632,"Less than 5% change"
"gulls",0.0226,0.098459648,"Less than 5% change"
"cinclodes nigrofumosus",0.0226,0.000298636,"Less than 5% change"
"Echinolittorina peruviana",0.0226,-77.4450885,"Decrease"
"austrolittorina araucana",0.0226,-75.59987722,"Decrease"
"onchidella sp. ",0.0226,-27.46138025,"Decrease"
"Allelopetrolisthes punctatus",0.0226,-0.000925236,"Less than 5% change"
"petrolisthes spinifrons",0.0226,-0.000925236,"Less than 5% change"
"petrolisthes angulosus",0.0226,-0.000925236,"Less than 5% change"
"petrolisthes tuberculatus",0.0226,-0.000925236,"Less than 5% change"
"petrolisthes tuberculosus",0.0226,-0.000925236,"Less than 5% change"
"trimusculus peruvianus",0.0226,-27.37213384,"Decrease"
"lessonia nigrescens j",0.0226,187.4253122,"Increase"
"algae",0.0226,-1.597504197,"Less than 5% change"
"acanthina monodon",0.0227,0.136506907,"Less than 5% change"
"acanthocyclus gayi",0.0227,0.10914553,"Less than 5% change"
"acanthocyclus hassleri",0.0227,0.108830811,"Less than 5% change"
"acanthopleura echinata",0.0227,0.08299877,"Less than 5% change"
"chaetopleura peruviana",0.0227,0.188395458,"Less than 5% change"
"chiton  cummingsi",0.0227,0.727546041,"Less than 5% change"
"chiton  granosus",0.0227,0.423835765,"Less than 5% change"
"chiton  latus",0.0227,0.662087007,"Less than 5% change"
"lottia  orbignyi",0.0227,0.696131055,"Less than 5% change"
"concholepas concholepas",0.0227,0.096015957,"Less than 5% change"
"enoplochiton  niger",0.0227,0.018705739,"Less than 5% change"
"fissurella  costata",0.0227,-0.198186834,"Less than 5% change"
"fissurella  crassa",0.0227,-0.086754183,"Less than 5% change"
"fissurella  cummingi",0.0227,-0.064428033,"Less than 5% change"
"fissurella  limbata",0.0227,0.735618981,"Less than 5% change"
"fissurella  maxima",0.0227,-0.033197853,"Less than 5% change"
"fissurella  picta",0.0227,-0.05627307,"Less than 5% change"
"fissurella  puhlcra",0.0227,-0.05627307,"Less than 5% change"
"heliaster helianthus",0.0227,0.093364573,"Less than 5% change"
"scurria  araucana",0.0227,0.696974044,"Less than 5% change"
"scurria  ceciliana",0.0227,0.710202206,"Less than 5% change"
"scurria  plana",0.0227,0.701135103,"Less than 5% change"
"scurria scurra",0.0227,-33.82078466,"Decrease"
"scurria variabilis",0.0227,0.760669855,"Less than 5% change"
"scurria viridula",0.0227,0.84004658,"Less than 5% change"
"scurria zebrina",0.0227,0.854524878,"Less than 5% change"
"siphonaria lesoni",0.0227,0.652934744,"Less than 5% change"
"stichaster striatus",0.0227,0.138245092,"Less than 5% change"
"tegula atra",0.0227,90.32167637,"Increase"
"Tonicia lineolata",0.0227,-1.206210819,"Less than 5% change"
"tonicia  chilensis",0.0227,-1.206210819,"Less than 5% change"
"tonicia  elegans",0.0227,-1.206210819,"Less than 5% change"
"anthotoe spp.",0.0227,0.150383745,"Less than 5% change"
"austromegabalanus psittacus",0.0227,0.123437693,"Less than 5% change"
"balanus laevis",0.0227,0.433523294,"Less than 5% change"
"brachidontes granulata",0.0227,0.075450838,"Less than 5% change"
"bunodactis spp.",0.0227,0.150383745,"Less than 5% change"
"Oulactis concinnata",0.0227,0.150383745,"Less than 5% change"
"jhelius cirratus",0.0227,-0.11847385,"Less than 5% change"
"lessonia nigrescens a",0.0227,-20.07521149,"Decrease"
"nothobalanus flosculus",0.0227,0.411809398,"Less than 5% change"
"nothochthamalus scabrosus",0.0227,-0.098555448,"Less than 5% change"
"parantheopsis ",0.0227,0.150383745,"Less than 5% change"
"perumytilus purpuratus",0.0227,0.599196951,"Less than 5% change"
"phragmatopoma spp.",0.0227,0.064159194,"Less than 5% change"
"phymactis spp.",0.0227,0.150383745,"Less than 5% change"
"pyura chilensis",0.0227,0.062330908,"Less than 5% change"
"semimytilus algosus",0.0227,0.324848239,"Less than 5% change"
"gulls",0.0227,0.098308505,"Less than 5% change"
"cinclodes nigrofumosus",0.0227,0.00029542,"Less than 5% change"
"Echinolittorina peruviana",0.0227,-77.45522649,"Decrease"
"austrolittorina araucana",0.0227,-75.61049857,"Decrease"
"onchidella sp. ",0.0227,-27.46821708,"Decrease"
"Allelopetrolisthes punctatus",0.0227,-0.000923775,"Less than 5% change"
"petrolisthes spinifrons",0.0227,-0.000923775,"Less than 5% change"
"petrolisthes angulosus",0.0227,-0.000923775,"Less than 5% change"
"petrolisthes tuberculatus",0.0227,-0.000923775,"Less than 5% change"
"petrolisthes tuberculosus",0.0227,-0.000923775,"Less than 5% change"
"trimusculus peruvianus",0.0227,-27.3789493,"Decrease"
"lessonia nigrescens j",0.0227,187.4650331,"Increase"
"algae",0.0227,-1.597902607,"Less than 5% change"
"acanthina monodon",0.0228,0.136209647,"Less than 5% change"
"acanthocyclus gayi",0.0228,0.108888387,"Less than 5% change"
"acanthocyclus hassleri",0.0228,0.108574665,"Less than 5% change"
"acanthopleura echinata",0.0228,0.082563479,"Less than 5% change"
"chaetopleura peruviana",0.0228,0.188018146,"Less than 5% change"
"chiton  cummingsi",0.0228,0.727113314,"Less than 5% change"
"chiton  granosus",0.0228,0.423328314,"Less than 5% change"
"chiton  latus",0.0228,0.661640169,"Less than 5% change"
"lottia  orbignyi",0.0228,0.695693427,"Less than 5% change"
"concholepas concholepas",0.0228,0.095779272,"Less than 5% change"
"enoplochiton  niger",0.0228,0.018109956,"Less than 5% change"
"fissurella  costata",0.0228,-0.198810202,"Less than 5% change"
"fissurella  crassa",0.0228,-0.087364154,"Less than 5% change"
"fissurella  cummingi",0.0228,-0.065026018,"Less than 5% change"
"fissurella  limbata",0.0228,0.73487395,"Less than 5% change"
"fissurella  maxima",0.0228,-0.033793284,"Less than 5% change"
"fissurella  picta",0.0228,-0.056870456,"Less than 5% change"
"fissurella  puhlcra",0.0228,-0.056870456,"Less than 5% change"
"heliaster helianthus",0.0228,0.093133698,"Less than 5% change"
"scurria  araucana",0.0228,0.696537144,"Less than 5% change"
"scurria  ceciliana",0.0228,0.709767637,"Less than 5% change"
"scurria  plana",0.0228,0.700698859,"Less than 5% change"
"scurria scurra",0.0228,-33.8159324,"Decrease"
"scurria variabilis",0.0228,0.760241035,"Less than 5% change"
"scurria viridula",0.0228,0.839621083,"Less than 5% change"
"scurria zebrina",0.0228,0.854098757,"Less than 5% change"
"siphonaria lesoni",0.0228,0.652483835,"Less than 5% change"
"stichaster striatus",0.0228,0.13794336,"Less than 5% change"
"tegula atra",0.0228,90.34270007,"Increase"
"Tonicia lineolata",0.0228,-1.207059953,"Less than 5% change"
"tonicia  chilensis",0.0228,-1.207059953,"Less than 5% change"
"tonicia  elegans",0.0228,-1.207059953,"Less than 5% change"
